# pi(x;beta_fin) computed using matrix squaring algorithm and Trotter approximation. Parameters:
# anharmonic_potential   x_max = 5.000   nx = 201   N_iter = 9   beta_ini = 0.008   beta_fin = 4.000
,position_x,prob_density
165,3.25,3.8812478495176895e-13
166,3.3000000000000003,1.0229408561143776e-13
167,3.35,2.5830129397372535e-14
168,3.4000000000000004,6.2443573673534995e-15
169,3.45,1.4441830860565849e-15
170,3.5,3.193142820142397e-16
171,3.5500000000000003,6.744725669754711e-17
172,3.6,1.3600296864134445e-17
173,3.6500000000000004,2.6161277860653977e-18
174,3.7,4.797161308163755e-19
175,3.75,8.379398579929727e-20
176,3.8000000000000003,1.393262362015175e-20
177,3.85,2.203600579480866e-21
178,3.9000000000000004,3.3128453871796154e-22
179,3.95,4.7307084726158276e-23
180,4.0,6.412041929093684e-24
181,4.05,8.243280908308608e-25
182,4.1000000000000005,1.0044442976608867e-25
183,4.15,1.1592098535440111e-26
184,4.2,1.266184978195231e-27
185,4.25,1.3080356243397051e-28
186,4.3,1.2770789396942026e-29
187,4.3500000000000005,1.177552006134719e-30
188,4.4,1.024696027821645e-31
189,4.45,8.409129113449879e-33
190,4.5,6.503339076361984e-34
191,4.55,4.736303987644057e-35
192,4.6000000000000005,3.246002869375027e-36
193,4.65,2.0919569317194754e-37
194,4.7,1.2668914837493535e-38
195,4.75,7.204390363530789e-40
196,4.800000000000001,3.844275003460303e-41
197,4.8500000000000005,1.9234405765963056e-42
198,4.9,9.017204750175213e-44
199,4.95,3.957516854552909e-45
200,5.0,1.623386880265048e-46
